,Room,Day,Class No,Start Time,End Time,Weeks,lesson_type,size,module_code
4931,E3-06-15,Monday,1,1800,2030,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,TCN2122
4932,E3-06-15,Monday,G04,1000,1200,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,18,ES2631
4933,E3-06-15,Monday,G07,1200,1400,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,18,ES2631
4934,E3-06-15,Thursday,07,1700,1800,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,EE2028
4935,E3-06-15,Thursday,G27,1000,1200,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,18,ES2631
4936,E3-06-15,Thursday,G30,1200,1400,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,18,ES2631
4937,E3-06-15,Thursday,G32,1400,1600,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,18,ES2631
4938,E1-06-06,Tuesday,213,1900,2000,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
4939,E1-06-06,Tuesday,203,1000,1100,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
4940,E1-06-06,Tuesday,204,1100,1200,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
4941,E1-06-06,Tuesday,201,0900,1000,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
4942,E1-06-06,Tuesday,212,1800,1900,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
4943,E1-06-06,Tuesday,205,1200,1300,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
4944,E1-06-06,Tuesday,206,1300,1400,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
4945,E1-06-06,Thursday,408,1400,1500,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
4946,E1-06-06,Thursday,407,1300,1400,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
4947,E1-06-06,Thursday,3,0900,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,CN2103
4948,E1-06-06,Thursday,4,1000,1100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,CN2103
4949,E1-06-06,Thursday,4,1200,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,40,IE1111R
4950,E1-06-06,Thursday,3,1100,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,45,IE1111R
4951,E1-06-06,Thursday,1,1500,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,45,MLE5214/​MLE4202
4952,E1-06-06,Thursday,2,1600,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,45,MLE5214/​MLE4202
4953,E1-06-06,Monday,103,1100,1200,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
4954,E1-06-06,Monday,101,1000,1100,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
4955,E1-06-06,Monday,107,1200,1300,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
4956,E1-06-06,Monday,A3,1400,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,MLE4102/​MLE4102A
4957,E1-06-06,Monday,B3,1500,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,MLE4102/​MLE4102A
4958,E1-06-06,Monday,15,1700,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,ME4101B
4959,E1-06-06,Monday,1,1800,2030,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,45,TEE2003
4960,E1-06-06,Monday,1,2030,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,45,TEE2003
4961,E1-06-06,Friday,502,1000,1100,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
4962,E1-06-06,Friday,503,1100,1200,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
4963,E1-06-06,Friday,501,0900,1000,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
4964,E1-06-06,Friday,6,1500,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,CN2103
4965,E1-06-06,Friday,7,1600,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,CN2103
4966,E1-06-06,Friday,5,1400,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,CN2103
4967,E1-06-06,Friday,6,1200,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,45,MLE5214
4968,E1-06-06,Friday,7,1300,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,45,MLE5214
4969,E1-06-06,Friday,1,1800,2030,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,45,TEE3506
4970,E1-06-06,Friday,1,2030,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,45,TEE3506
4971,E1-06-06,Wednesday,1,1300,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,45,CN2106
4972,E1-06-06,Wednesday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,45,EE5702
4973,E1-06-06,Wednesday,10,0900,1100,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,28,EE2211
4974,E1-06-06,Wednesday,11,1100,1300,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,28,EE2211
4975,E4-04-04,Thursday,404,1100,1200,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
4976,E4-04-04,Thursday,403,1000,1100,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
4977,E4-04-04,Thursday,TA3,1400,1700,"3, 4, 5, 8, 9, 12, 13",Tutorial,36,CDE2501
4978,E4-04-04,Thursday,1,2030,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,TCN3421
4979,E4-04-04,Thursday,1,1800,2030,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,20,TCN3421
4980,E4-04-04,Thursday,1,0830,1730,"start, end",Seminar-Style Module Class,40,DTS5736
4981,E4-04-04,Friday,FA2,1400,1700,"3, 4, 5, 8, 9, 12, 13",Tutorial,36,CDE2501
4982,E4-04-04,Friday,04,1200,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Laboratory,40,CS2040DE
4983,E4-04-04,Friday,2,1000,1100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,40,MLE5234/​MLE4219
4984,E4-04-04,Friday,1,0900,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,40,MLE5234/​MLE4219
4985,E4-04-04,Friday,1,1100,1730,"start, end",Lecture,40,DTS5702
4986,E4-04-04,Tuesday,UA1,1400,1700,"3, 4, 5, 8, 9, 12, 13",Tutorial,36,CDE2501
4987,E4-04-04,Tuesday,1,0830,1730,"start, end",Lecture,40,DTS5734
4988,E4-04-04,Wednesday,8,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,45,SH5880C
4989,E4-04-04,Wednesday,1,0830,1730,"start, end",Lecture,40,DTS5735
4990,E4-04-04,Monday,01,1800,2000,"8, 9, 10, 11, 12, 13",Lecture,40,CE3201
4991,E4-04-04,Monday,1,0830,1730,"start, end",Lecture,40,DTS5702
4992,E3-06-14,Friday,511,1700,1800,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
4993,E3-06-14,Friday,514,1900,2000,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
4994,E3-06-14,Friday,512,1800,1900,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
4995,E3-06-14,Friday,510,1600,1700,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
4996,E3-06-14,Friday,G16,0900,1200,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES5001A
4997,E3-06-14,Friday,G18,1200,1500,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES5001A
4998,E3-06-14,Tuesday,215,1900,2000,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
4999,E3-06-14,Tuesday,G02,1000,1200,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES1000
5000,E3-06-14,Tuesday,G04,1400,1600,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES1000
5001,E3-06-14,Tuesday,G03,1200,1400,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES1000
5002,E3-06-14,Tuesday,G11,1600,1800,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES1000
5003,E3-06-14,Wednesday,04,0900,1000,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,EE2028
5004,E3-06-14,Wednesday,G05,1000,1200,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES1000
5005,E3-06-14,Wednesday,G06,1200,1400,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES1000
5006,E3-06-14,Thursday,G12,0900,1200,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES5001A
5007,E3-06-14,Thursday,P02,1800,2100,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES5001A
5008,E3-06-14,Thursday,G13,1200,1500,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES5001A
5009,E3-06-14,Thursday,G14,1500,1800,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES5001A
5010,E3-06-14,Monday,P01,1800,2100,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES5001A
5011,E3-06-14,Monday,G02,1200,1500,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES5001A
5012,E3-06-14,Monday,G04,1500,1800,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES5001A
5013,E3-06-14,Monday,G10,1000,1200,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES1000
5014,E3-06-01,Monday,111,1800,1900,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
5015,E3-06-01,Monday,110,1700,1800,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
5016,E3-06-01,Monday,115,1900,2000,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
5017,E3-06-01,Monday,01,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Lecture,60,EE2027
5018,E3-06-01,Monday,A1,1400,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,MLE4102/​MLE4102A
5019,E3-06-01,Monday,B1,1500,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,MLE4102/​MLE4102A
5020,E3-06-01,Friday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,65,SH5104
5021,E3-06-01,Friday,09,0900,1100,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,60,IE2141
5022,E3-06-01,Friday,19,1300,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,60,IE2141
5023,E3-06-01,Friday,20,1500,1700,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,60,IE2141
5024,E3-06-01,Friday,18,1100,1300,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,60,IE2141
5025,E3-06-01,Thursday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,65,SH5405
5026,E3-06-01,Thursday,05,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Tutorial,60,EE2023
5027,E3-06-01,Thursday,01,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Tutorial,40,EE2027
5028,E3-06-01,Thursday,1,1300,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,60,IE4210
5029,E3-06-01,Thursday,01,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Tutorial,50,PC2020
5030,E3-06-01,Tuesday,01,0900,1100,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,60,IE2141
5031,E3-06-01,Tuesday,02,1100,1300,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,60,IE2141
5032,E3-06-01,Tuesday,C4,1600,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,MLE4102/​MLE4102A
5033,E3-06-01,Tuesday,D4,1700,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,MLE4102/​MLE4102A
5034,E3-06-01,Tuesday,01,1800,2100,"1, 2, 3, 4, 5, 6",Lecture,15,CE5316A/​CE5316QA
5035,E3-06-01,Tuesday,01,1800,2100,"8, 9, 10, 11, 12, 13",Lecture,15,CE5316B/​CE5316QB
5036,E3-06-01,Wednesday,06,1000,1100,"9, 10, 11, 12, 13",Tutorial,60,CE2407A
5037,E3-06-01,Wednesday,10,0900,1100,"2, 3, 4, 5, 6, 7",Tutorial,60,MA1513
5038,E3-06-01,Wednesday,11,1100,1300,"2, 3, 4, 5, 6, 7",Tutorial,60,MA1513
5039,E3-06-01,Wednesday,1,1830,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,40,TCE1109
5040,E3-06-01,Wednesday,1,2100,2200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,40,TCE1109
5041,E1-06-15,Wednesday,302,1000,1100,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
5042,E1-06-15,Wednesday,304,1100,1200,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
5043,E1-06-15,Wednesday,301,0900,1000,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,EG2401A
5044,E1-06-15,Wednesday,1,2100,2200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,TCE5510
5045,E1-06-15,Wednesday,1,1830,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,20,TCE5510
5046,E1-06-15,Wednesday,G08,1200,1500,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES5000
5047,E1-06-15,Monday,01,1500,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,CS2040DE
5048,E1-06-15,Monday,11,1700,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,ME4101B
5049,E1-06-15,Monday,10,1700,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,ME4101B
5050,E1-06-15,Monday,G01,0900,1200,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES5000
5051,E1-06-15,Monday,G02,1200,1500,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES5000
5052,E1-06-15,Thursday,07,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,CS2040DE
5053,E1-06-15,Thursday,G09,1600,1800,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES1000
5054,E1-06-15,Thursday,G08,1400,1600,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES1000
5055,E1-06-15,Thursday,G07,1200,1400,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES1000
5056,E1-06-15,Friday,1,1800,1900,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,26,TME2142
5057,E1-06-15,Friday,1,1900,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,26,TME2142
5058,E1-06-15,Friday,G34,1000,1200,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,18,ES2631
5059,E1-06-15,Friday,G37,1200,1400,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,18,ES2631
5060,E1-06-15,Friday,G39,1400,1600,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,18,ES2631
5061,E1-06-15,Tuesday,G04,0900,1200,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES5000
5062,E1-06-15,Tuesday,G05,1200,1500,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,ES5000
5063,E-Learn_A,Thursday,2,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,600,EG2401A
5064,E-Learn_A,Thursday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,900,PF1101
5065,E-Learn_A,Thursday,1,1830,2130,"start, end, weeks",Lecture,100,BMI5207
5066,E-Learn_A,Thursday,G1D,0930,1200,"1, 2, 3, 4, 5, 6",Sectional Teaching,30,NG5002
5067,E-Learn_A,Tuesday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,600,EG2401A/​EE2211
5068,E-Learn_A,Tuesday,01,1600,1800,"8, 9, 10, 11, 12, 13",Lecture,700,CE2407A
5069,E-Learn_A,Tuesday,1,1830,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,BMI5101
5070,E-Learn_A,Tuesday,1,1500,1800,"1, 2, 3, 4, 4, 5, 6, 7, 8, 9, 10, 11, 12, 12, 13, 13",Lecture,140,BMI5101B
5071,E-Learn_A,Tuesday,G1F,1430,1700,"1, 2, 3, 4, 5, 6",Sectional Teaching,30,NG5002
5072,E-Learn_A,Tuesday,G1E,1430,1700,"1, 2, 3, 4, 5, 6",Sectional Teaching,30,NG5002
5073,E-Learn_A,Friday,1,0900,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,900,EG1311
5074,E-Learn_A,Monday,2,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,700,IE2141
5075,E-Learn_A,Monday,7,0900,1000,1,Packaged Lecture,36,ME1102
5076,E-Learn_A,Monday,4,0900,1000,1,Packaged Lecture,36,ME1102
5077,E-Learn_A,Monday,8,0900,1000,1,Packaged Lecture,36,ME1102
5078,E-Learn_A,Monday,2,0900,1000,1,Packaged Lecture,36,ME1102
5079,E-Learn_A,Monday,6,0900,1000,1,Packaged Lecture,36,ME1102
5080,E-Learn_A,Monday,3,0900,1000,1,Packaged Lecture,36,ME1102
5081,E-Learn_A,Monday,5,0900,1000,1,Packaged Lecture,36,ME1102
5082,E-Learn_A,Monday,1,0900,1000,1,Packaged Lecture,36,ME1102
5083,E-Learn_A,Monday,1,1830,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,BMI5102
5084,E-Learn_A,Monday,1,1830,2000,"9, 11",Lecture,100,BMI5102
5085,E-Learn_A,Monday,G1C,1400,1630,"1, 2, 3, 4, 5, 6",Sectional Teaching,30,NG5002
5086,E-Learn_A,Monday,G1B,0930,1200,"1, 2, 3, 4, 5, 6",Sectional Teaching,30,NG5002
5087,E-Learn_A,Saturday,1,0900,1730,"1, 2, 3, 4, 5, 6",Lecture,100,BMI5306
5088,E-Learn_A,Saturday,1,1400,1700,"1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12",Lecture,120,FE5226
5089,E-Learn_A,Wednesday,G1A,1400,1630,"1, 2, 3, 4, 5, 6",Sectional Teaching,30,NG5002
5090,E4-02-06,Thursday,19,0900,1100,"3, 5, 7, 9, 11, 13",Laboratory,36,EG1311
5091,E4-02-06,Thursday,23,1500,1700,"3, 5, 7, 9, 11, 13",Laboratory,36,EG1311
5092,E4-02-06,Thursday,21,1200,1400,"3, 5, 7, 9, 11, 13",Laboratory,36,EG1311
5093,E4-02-06,Thursday,20,0900,1100,"2, 4, 6, 8, 10, 12",Laboratory,36,EG1311
5094,E4-02-06,Thursday,22,1200,1400,"2, 4, 6, 8, 10, 12",Laboratory,36,EG1311
5095,E4-02-06,Thursday,24,1500,1700,"2, 4, 6, 8, 10, 12",Laboratory,36,EG1311
5096,E4-02-06,Monday,01,0900,1100,"3, 5, 7, 9, 11, 13",Laboratory,36,EG1311
5097,E4-02-06,Monday,06,1500,1700,"2, 4, 6, 8, 10, 12",Laboratory,36,EG1311
5098,E4-02-06,Monday,04,1200,1400,"2, 4, 6, 8, 10, 12",Laboratory,36,EG1311
5099,E4-02-06,Monday,02,0900,1100,"2, 4, 6, 8, 10, 12",Laboratory,36,EG1311
5100,E4-02-06,Monday,05,1500,1700,"3, 5, 7, 9, 11, 13",Laboratory,36,EG1311
5101,E4-02-06,Monday,03,1200,1400,"3, 5, 7, 9, 11, 13",Laboratory,36,EG1311
5102,E4-02-06,Wednesday,15,1200,1400,"3, 5, 7, 9, 11, 13",Laboratory,36,EG1311
5103,E4-02-06,Wednesday,17,1500,1700,"3, 5, 7, 9, 11, 13",Laboratory,36,EG1311
5104,E4-02-06,Wednesday,16,1200,1400,"2, 4, 6, 8, 10, 12",Laboratory,36,EG1311
5105,E4-02-06,Wednesday,18,1500,1700,"2, 4, 6, 8, 10, 12",Laboratory,36,EG1311
5106,E4-02-06,Wednesday,14,0900,1100,"2, 4, 6, 8, 10, 12",Laboratory,36,EG1311
5107,E4-02-06,Wednesday,13,0900,1100,"3, 5, 7, 9, 11, 13",Laboratory,36,EG1311
5108,E4-02-06,Tuesday,09,1200,1400,"3, 5, 7, 9, 11, 13",Laboratory,36,EG1311
5109,E4-02-06,Tuesday,12,1500,1700,"2, 4, 6, 8, 10, 12",Laboratory,36,EG1311
5110,E4-02-06,Tuesday,07,0900,1100,"3, 5, 7, 9, 11, 13",Laboratory,36,EG1311
5111,E4-02-06,Tuesday,10,1200,1400,"2, 4, 6, 8, 10, 12",Laboratory,36,EG1311
5112,E4-02-06,Tuesday,08,0900,1100,"2, 4, 6, 8, 10, 12",Laboratory,36,EG1311
5113,E4-02-06,Tuesday,11,1500,1700,"3, 5, 7, 9, 11, 13",Laboratory,36,EG1311
5114,E1-06-16,Tuesday,UM3,0900,1200,"3, 4, 5, 8, 9, 12, 13",Tutorial,36,CDE2501
5115,E1-06-16,Tuesday,4,1700,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,CN2104
5116,E1-06-16,Tuesday,3,1600,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,CN2104
5117,E1-06-16,Tuesday,03,1500,1600,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,EE2028
5118,E1-06-16,Thursday,TA2,1400,1700,"3, 4, 5, 8, 9, 12, 13",Tutorial,36,CDE2501
5119,E1-06-16,Thursday,TM2,0900,1200,"3, 4, 5, 8, 9, 12, 13",Tutorial,36,CDE2501
5120,E1-06-16,Thursday,1,1800,1900,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,35,TIE3101
5121,E1-06-16,Thursday,1,1900,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,35,TIE3101
5122,E1-06-16,Wednesday,WM4,0900,1200,"3, 4, 5, 8, 9, 12, 13",Tutorial,36,CDE2501
5123,E1-06-16,Wednesday,05,1200,1300,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,EE2012
5124,E1-06-16,Friday,FM3,0900,1200,"3, 4, 5, 8, 9, 12, 13",Tutorial,36,CDE2501
5125,E1-06-16,Friday,6,1300,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,CN2104
5126,E1-06-16,Friday,7,1400,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,CN2104
5127,E1-06-16,Friday,5,1200,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,CN2104
5128,E1-06-16,Monday,1,0900,1100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,40,CN2105
5129,E1-06-16,Monday,1,1800,2030,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,30,TIE2110
5130,E1-06-16,Monday,1,2030,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,TIE2110
5131,E1-06-16,Monday,G09,1400,1600,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,18,ES2631
5132,E1-06-16,Monday,G06,1200,1400,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,18,ES2631
5133,E4-04-02,Tuesday,UA2,1400,1700,"3, 4, 5, 8, 9, 12, 13",Tutorial,36,CDE2501
5134,E4-04-02,Tuesday,01,0900,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,16,ESE2001
5135,E4-04-02,Tuesday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7",Lecture,20,PC3242
5136,E4-04-02,Tuesday,1,2030,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,35,TME3261
