Room,Day,Class No,Start Time,End Time,Weeks,lesson_type,size,module_code,module_entities,relationships
EA-06-02,Tuesday,1,1400,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,70,BN4403,"[('BN4403', 'MODULE')]",[]
EA-06-02,Tuesday,03,1000,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,60,IE2141,"[('IE2141', 'MODULE')]",[]
EA-06-02,Tuesday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,30,ME5207,"[('ME5207', 'MODULE')]",[]
EA-06-02,Tuesday,2C,900,1000,"3, 5, 7, 9, 11",Tutorial,35,ME2134,"[('ME2134', 'MODULE')]",[]
EA-06-02,Tuesday,2J,900,1000,"4, 6, 8, 10, 12",Tutorial,35,ME2134,"[('ME2134', 'MODULE')]",[]
EA-06-02,Friday,8,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,45,SH5880C,"[('SH5880C', 'MODULE')]",[]
EA-06-02,Friday,2M,900,1000,"4, 6, 8, 10, 12",Tutorial,35,ME2134,"[('ME2134', 'MODULE')]",[]
EA-06-02,Friday,2F,900,1000,"3, 5, 7, 9, 11",Tutorial,35,ME2134,"[('ME2134', 'MODULE')]",[]
EA-06-02,Friday,T7,1000,1100,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Tutorial,36,ME1102,"[('ME1102', 'MODULE')]",[]
EA-06-02,Friday,13,1500,1600,"9, 10, 11, 12, 13",Tutorial,60,CE2407A,"[('CE2407A', 'MODULE')]",[]
EA-06-02,Friday,09,1500,1700,"2, 3, 4, 5, 6, 7",Tutorial,60,MA1513,"[('MA1513', 'MODULE')]",[]
EA-06-02,Saturday,1,1300,1600,"6, 12",Lecture,80,MT5012,"[('MT5012', 'MODULE')]",[]
EA-06-02,Thursday,15,1300,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,60,IE2141,"[('IE2141', 'MODULE')]",[]
EA-06-02,Thursday,17,1500,1700,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,60,IE2141,"[('IE2141', 'MODULE')]",[]
EA-06-02,Thursday,1,1000,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,IE4214,"[('IE4214', 'MODULE')]",[]
EA-06-02,Thursday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,80,ME5422,"[('ME5422', 'MODULE')]",[]
EA-06-02,Thursday,2L,900,1000,"4, 6, 8, 10, 12",Tutorial,35,ME2134,"[('ME2134', 'MODULE')]",[]
EA-06-02,Thursday,2E,900,1000,"3, 5, 7, 9, 11",Tutorial,35,ME2134,"[('ME2134', 'MODULE')]",[]
EA-06-02,Wednesday,1,1100,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,MLE3104,"[('MLE3104', 'MODULE')]",[]
EA-06-02,Wednesday,2,1200,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,MLE3104,"[('MLE3104', 'MODULE')]",[]
EA-06-02,Wednesday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,70,OT5102/​ME4105,"[('OT5102/\u200bME4105', 'MODULE')]",[]
EA-06-02,Wednesday,2K,900,1000,"4, 6, 8, 10, 12",Tutorial,35,ME2134,"[('ME2134', 'MODULE')]",[]
EA-06-02,Wednesday,2D,900,1000,"3, 5, 7, 9, 11",Tutorial,35,ME2134,"[('ME2134', 'MODULE')]",[]
SDE1-SR5-6,Tuesday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,70,BN5202,"[('BN5202', 'MODULE')]",[]
SDE1-SR5-6,Tuesday,1,900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,40,DEP5101A,"[('DEP5101A', 'MODULE')]",[]
SDE1-SR5-6,Tuesday,13,1400,1600,"3, 5, 7, 9, 11",Tutorial,30,PF1101,"[('PF1101', 'MODULE')]",[]
SDE1-SR5-6,Tuesday,14,1400,1600,"4, 6, 8, 10, 12",Tutorial,30,PF1101,"[('PF1101', 'MODULE')]",[]
SDE1-SR5-6,Tuesday,1,1600,1800,"3, 5, 7, 9, 11",Tutorial,30,PF3208,"[('PF3208', 'MODULE')]",[]
SDE1-SR5-6,Tuesday,2,1600,1800,"4, 6, 8, 10, 12",Tutorial,30,PF3208,"[('PF3208', 'MODULE')]",[]
SDE1-SR5-6,Tuesday,A9,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Tutorial,25,CDE2000,"[('CDE2000', 'MODULE')]",[]
SDE1-SR5-6,Wednesday,2,1800,2200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,AR5423,"[('AR5423', 'MODULE')]",[]
SDE1-SR5-6,Wednesday,1,900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,AR5952H,"[('AR5952H', 'MODULE')]",[]
SDE1-SR5-6,Wednesday,A18,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Tutorial,25,CDE2000,"[('CDE2000', 'MODULE')]",[]
SDE1-SR5-6,Friday,4,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,AR2328/​AR2328A,"[('AR2328/\u200bAR2328A', 'MODULE')]",[]
SDE1-SR5-6,Friday,27,1400,1600,"3, 5, 7, 9, 11",Tutorial,30,PF1101,"[('PF1101', 'MODULE')]",[]
SDE1-SR5-6,Friday,25,1200,1400,"3, 5, 7, 9, 11",Tutorial,30,PF1101,"[('PF1101', 'MODULE')]",[]
SDE1-SR5-6,Friday,28,1400,1600,"4, 6, 8, 10, 12",Tutorial,30,PF1101,"[('PF1101', 'MODULE')]",[]
SDE1-SR5-6,Friday,26,1200,1400,"4, 6, 8, 10, 12",Tutorial,30,PF1101,"[('PF1101', 'MODULE')]",[]
SDE1-SR5-6,Friday,A25,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Tutorial,25,CDE2000,"[('CDE2000', 'MODULE')]",[]
SDE1-SR5-6,Thursday,33,1000,1200,"3, 5, 7, 9, 11",Tutorial,30,PF1101,"[('PF1101', 'MODULE')]",[]
SDE1-SR5-6,Thursday,34,1000,1200,"4, 6, 8, 10, 12",Tutorial,30,PF1101,"[('PF1101', 'MODULE')]",[]
SDE1-SR5-6,Thursday,A24,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Tutorial,25,CDE2000,"[('CDE2000', 'MODULE')]",[]
SDE1-SR5-6,Thursday,A22,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Tutorial,25,CDE2000,"[('CDE2000', 'MODULE')]",[]
SDE1-SR5-6,Monday,A1,1400,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,ID2107,"[('ID2107', 'MODULE')]",[]
SDE1-SR5-6,Monday,A4,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Tutorial,25,CDE2000,"[('CDE2000', 'MODULE')]",[]
SDE1-SR5-6,Monday,A1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Tutorial,25,CDE2000,"[('CDE2000', 'MODULE')]",[]
UTSRC-LT51,Thursday,2,900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,130,BN5208,"[('BN5208', 'MODULE')]",[]
UTSRC-LT51,Thursday,A4,1400,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,ID2108,"[('ID2108', 'MODULE')]",[]
UTSRC-LT51,Thursday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,90,MA2214,"[('MA2214', 'MODULE')]",[]
UTSRC-LT51,Thursday,1,1800,2200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,75,DSA4266,"[('DSA4266', 'MODULE')]",[]
UTSRC-LT51,Friday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,90,CEG5205,"[('CEG5205', 'MODULE')]",[]
UTSRC-LT51,Friday,2,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,BL5102,"[('BL5102', 'MODULE')]",[]
UTSRC-LT51,Friday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,MA4235,"[('MA4235', 'MODULE')]",[]
UTSRC-LT51,Friday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,65,FST1101B,"[('FST1101B', 'MODULE')]",[]
UTSRC-LT51,Wednesday,1,900,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,ESP2107,"[('ESP2107', 'MODULE')]",[]
UTSRC-LT51,Wednesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,50,ESP2107,"[('ESP2107', 'MODULE')]",[]
UTSRC-LT51,Wednesday,1,1830,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,45,BL5102,"[('BL5102', 'MODULE')]",[]
UTSRC-LT51,Wednesday,07,1200,1400,"3, 4",Tutorial,25,GEN2050X,"[('GEN2050X', 'MODULE')]",[]
UTSRC-LT51,Monday,1,1400,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,PHM5012,"[('PHM5012', 'MODULE')]",[]
UTSRC-LT51,Monday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,90,MA2214,"[('MA2214', 'MODULE')]",[]
UTSRC-LT51,Monday,G2A,900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,25,NG5001,"[('NG5001', 'MODULE')]",[]
UTSRC-LT51,Monday,1,1800,2030,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,TIE4240,"[('TIE4240', 'MODULE')]",[]
UTSRC-LT51,Monday,1,2030,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,50,TIE4240,"[('TIE4240', 'MODULE')]",[]
UTSRC-LT51,Tuesday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,MA4235,"[('MA4235', 'MODULE')]",[]
UTSRC-LT51,Tuesday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,PC2032,"[('PC2032', 'MODULE')]",[]
UTSRC-LT51,Tuesday,G1F,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,25,NG5001,"[('NG5001', 'MODULE')]",[]
UTSRC-LT51,Tuesday,G1J,900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,25,NG5001,"[('NG5001', 'MODULE')]",[]
LT1,Friday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,BN5211,"[('BN5211', 'MODULE')]",[]
LT1,Friday,01,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Lecture,100,EE4501,"[('EE4501', 'MODULE')]",[]
LT1,Friday,01,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Lecture,100,EE4502,"[('EE4502', 'MODULE')]",[]
LT1,Friday,01,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Tutorial,80,EE3331C,"[('EE3331C', 'MODULE')]",[]
LT1,Friday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,95,IE3100R,"[('IE3100R', 'MODULE')]",[]
LT1,Monday,1,1500,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,BN3101A,"[('BN3101A', 'MODULE')]",[]
LT1,Monday,01,1200,1300,"3, 5, 7, 9, 11, 13",Packaged Tutorial,100,EE4501,"[('EE4501', 'MODULE')]",[]
LT1,Monday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,ME4101B,"[('ME4101B', 'MODULE')]",[]
LT1,Monday,01,1400,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,CE1103,"[('CE1103', 'MODULE')]",[]
LT1,Monday,1,1900,2200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,PM5118,"[('PM5118', 'MODULE')]",[]
LT1,Wednesday,1,1300,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,40,SH5880C,"[('SH5880C', 'MODULE')]",[]
LT1,Wednesday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,MLE6103,"[('MLE6103', 'MODULE')]",[]
LT1,Wednesday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,110,ESE5301/​ESE6301,"[('ESE5301/\u200bESE6301', 'MODULE')]",[]
LT1,Wednesday,1,900,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,40,LA5211/​LAD4007,"[('LA5211/\u200bLAD4007', 'MODULE')]",[]
LT1,Tuesday,1,1100,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,CN3104,"[('CN3104', 'MODULE')]",[]
LT1,Tuesday,1,900,1100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,CN3103,"[('CN3103', 'MODULE')]",[]
LT1,Tuesday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,IE5203,"[('IE5203', 'MODULE')]",[]
LT1,Tuesday,2,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,MLE5217,"[('MLE5217', 'MODULE')]",[]
LT1,Tuesday,2,1300,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,MLE5101,"[('MLE5101', 'MODULE')]",[]
LT1,Thursday,02,1800,2100,"1, 2, 3, 4, 5, 6",Lecture,150,CE5808QA,"[('CE5808QA', 'MODULE')]",[]
LT1,Thursday,02,1800,2100,"8, 9, 10, 11, 12, 13",Lecture,150,CE5808QB,"[('CE5808QB', 'MODULE')]",[]
LT1,Thursday,1,900,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Design Lecture,150,AR5801,"[('AR5801', 'MODULE')]",[]
EA-06-04,Wednesday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,BN5302,"[('BN5302', 'MODULE')]",[]
EA-06-04,Wednesday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,65,SH5206,"[('SH5206', 'MODULE')]",[]
EA-06-04,Wednesday,2H,900,1000,"4, 6, 8, 10, 12",Tutorial,35,ME2142,"[('ME2142', 'MODULE')]",[]
EA-06-04,Wednesday,2A,900,1000,"3, 5, 7, 9, 11",Tutorial,35,ME2142,"[('ME2142', 'MODULE')]",[]
EA-06-04,Wednesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,60,ME4242,"[('ME4242', 'MODULE')]",[]
EA-06-04,Tuesday,1,1000,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,45,BN4701,"[('BN4701', 'MODULE')]",[]
EA-06-04,Tuesday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,80,MT5007G,"[('MT5007G', 'MODULE')]",[]
EA-06-04,Tuesday,6,1600,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,60,MLE5221,"[('MLE5221', 'MODULE')]",[]
EA-06-04,Tuesday,2G,900,1000,"3, 5, 7, 9, 11",Tutorial,35,ME2142,"[('ME2142', 'MODULE')]",[]
EA-06-04,Tuesday,2N,900,1000,"4, 6, 8, 10, 12",Tutorial,35,ME2142,"[('ME2142', 'MODULE')]",[]
EA-06-04,Thursday,01,1700,2100,"start, end",Lecture,30,EE5027,"[('EE5027', 'MODULE')]",[]
EA-06-04,Thursday,1,1400,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,40,IE4248,"[('IE4248', 'MODULE')]",[]
EA-06-04,Thursday,2I,900,1000,"4, 6, 8, 10, 12",Tutorial,35,ME2142,"[('ME2142', 'MODULE')]",[]
EA-06-04,Thursday,2B,900,1000,"3, 5, 7, 9, 11",Tutorial,35,ME2142,"[('ME2142', 'MODULE')]",[]
EA-06-04,Thursday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,60,ME4223,"[('ME4223', 'MODULE')]",[]
EA-06-04,Thursday,10,1600,1700,"9, 10, 11, 12, 13",Tutorial,60,CE2407A,"[('CE2407A', 'MODULE')]",[]
EA-06-04,Thursday,09,1500,1600,"9, 10, 11, 12, 13",Tutorial,60,CE2407A,"[('CE2407A', 'MODULE')]",[]
EA-06-04,Thursday,01,1700,1800,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,50,CE3001,"[('CE3001', 'MODULE')]",[]
EA-06-04,Thursday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,CE3001,"[('CE3001', 'MODULE')]",[]
EA-06-04,Monday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,60,EEK5101,"[('EEK5101', 'MODULE')]",[]
EA-06-04,Monday,2F,900,1000,"3, 5, 7, 9, 11",Tutorial,35,ME2142,"[('ME2142', 'MODULE')]",[]
EA-06-04,Monday,2M,900,1000,"4, 6, 8, 10, 12",Tutorial,35,ME2142,"[('ME2142', 'MODULE')]",[]
EA-06-04,Monday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,60,ME4223,"[('ME4223', 'MODULE')]",[]
EA-06-04,Monday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,60,ME4242,"[('ME4242', 'MODULE')]",[]
EA-06-04,Monday,03,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Lecture,50,PC2020,"[('PC2020', 'MODULE')]",[]
EA-06-04,Friday,2,1700,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,60,MLE5221/​MLE4221,"[('MLE5221/\u200bMLE4221', 'MODULE')]",[]
EA-06-04,Friday,1,1600,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,60,MLE5221/​MLE4221,"[('MLE5221/\u200bMLE4221', 'MODULE')]",[]
EA-06-04,Friday,2C,900,1000,"3, 5, 7, 9, 11",Tutorial,35,ME2142,"[('ME2142', 'MODULE')]",[]
EA-06-04,Friday,2J,900,1000,"4, 6, 8, 10, 12",Tutorial,35,ME2142,"[('ME2142', 'MODULE')]",[]
EA-06-04,Friday,T6,1000,1100,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Tutorial,36,ME1102,"[('ME1102', 'MODULE')]",[]
EA-06-04,Friday,1,1830,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,TCE4103,"[('TCE4103', 'MODULE')]",[]
EA-06-04,Saturday,2,900,1000,"2, 4, 6, 8, 10, 12",Tutorial,60,MLE5229,"[('MLE5229', 'MODULE')]",[]
LT26,Friday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,200,BN5206,"[('BN5206', 'MODULE')]",[]
LT26,Friday,1,1000,1400,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,40,FSC4201,"[('FSC4201', 'MODULE')]",[]
LT26,Friday,1,1000,1400,1,Tutorial,40,FSC4201,"[('FSC4201', 'MODULE')]",[]
LT26,Friday,2,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,350,MA2002,"[('MA2002', 'MODULE')]",[]
LT26,Friday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,300,COS1000,"[('COS1000', 'MODULE')]",[]
LT26,Thursday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,HS2924,"[('HS2924', 'MODULE')]",[]
LT26,Thursday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,90,CM3121,"[('CM3121', 'MODULE')]",[]
LT26,Thursday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,350,MA1301,"[('MA1301', 'MODULE')]",[]
LT26,Thursday,1,800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,175,MA2116/​ST2131,"[('MA2116/\u200bST2131', 'MODULE')]",[]
LT26,Thursday,2,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,175,MA2116/​ST2131,"[('MA2116/\u200bST2131', 'MODULE')]",[]
LT26,Thursday,1,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,140,PR5217,"[('PR5217', 'MODULE')]",[]
LT26,Wednesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,ZB2101,"[('ZB2101', 'MODULE')]",[]
LT26,Wednesday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,215,DSA4212,"[('DSA4212', 'MODULE')]",[]
LT26,Wednesday,1,1830,2030,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,30,TMA1001/​TCX1101,"[('TMA1001/\u200bTCX1101', 'MODULE')]",[]
LT26,Wednesday,1,2030,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,TMA1001/​TCX1101,"[('TMA1001/\u200bTCX1101', 'MODULE')]",[]
LT26,Monday,1,800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,80,CM3191,"[('CM3191', 'MODULE')]",[]
LT26,Monday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,80,CM2122,"[('CM2122', 'MODULE')]",[]
LT26,Monday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,350,MA1301,"[('MA1301', 'MODULE')]",[]
LT26,Monday,2,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,175,MA2116/​ST2131,"[('MA2116/\u200bST2131', 'MODULE')]",[]
LT26,Monday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Lecture,80,PHS2101,"[('PHS2101', 'MODULE')]",[]
LT26,Monday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,FST5198,"[('FST5198', 'MODULE')]",[]
LT26,Tuesday,2,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,350,MA2002,"[('MA2002', 'MODULE')]",[]
LT26,Tuesday,1,800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,175,MA2116/​ST2131,"[('MA2116/\u200bST2131', 'MODULE')]",[]
LT26,Tuesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,PC3130,"[('PC3130', 'MODULE')]",[]
LT26,Tuesday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,230,PC1201,"[('PC1201', 'MODULE')]",[]
LT26,Tuesday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,300,COS1000,"[('COS1000', 'MODULE')]",[]
LT26,Tuesday,1,1900,2200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,DSS5101,"[('DSS5101', 'MODULE')]",[]
LT6,Friday,1,1700,1757,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,210,BN2201,"[('BN2201', 'MODULE')]",[]
LT6,Friday,1,1500,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,210,BN2201,"[('BN2201', 'MODULE')]",[]
LT6,Friday,1,1100,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,CN3104,"[('CN3104', 'MODULE')]",[]
LT6,Friday,1,1000,1100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,CN3103,"[('CN3103', 'MODULE')]",[]
LT6,Friday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,EE5139/​EE6139,"[('EE5139/\u200bEE6139', 'MODULE')]",[]
LT6,Thursday,1,900,1100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,210,BN2301,"[('BN2301', 'MODULE')]",[]
LT6,Thursday,1,1100,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,210,BN2301,"[('BN2301', 'MODULE')]",[]
LT6,Thursday,1,1500,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,220,CN2104,"[('CN2104', 'MODULE')]",[]
LT6,Thursday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,205,EE5907,"[('EE5907', 'MODULE')]",[]
LT6,Thursday,01,1800,2100,"7, 8, 9, 10, 11, 12, 13",Lecture,30,EE5026,"[('EE5026', 'MODULE')]",[]
LT6,Thursday,01,1800,2100,"1, 2, 3, 4, 5, 6",Lecture,30,EE5027,"[('EE5027', 'MODULE')]",[]
LT6,Thursday,01,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,EE2026,"[('EE2026', 'MODULE')]",[]
