module_entities,properties
{'ES2631'},"{'Day': 'Friday', 'Start Time': 1400, 'End Time': 1600}"
{'ES5000'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1200}"
{'ES5000'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1500}"
{'EG2401A'},"{'Day': 'Thursday', 'Start Time': 1800, 'End Time': 2000}"
{'PF1101'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1600}"
{'BMI5207'},"{'Day': 'Thursday', 'Start Time': 1830, 'End Time': 2130}"
{'NG5002'},"{'Day': 'Thursday', 'Start Time': 930, 'End Time': 1200}"
{'EG2401A/\u200bEE2211'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1600}"
{'CE2407A'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1800}"
{'BMI5101'},"{'Day': 'Tuesday', 'Start Time': 1830, 'End Time': 2130}"
{'BMI5101B'},"{'Day': 'Tuesday', 'Start Time': 1500, 'End Time': 1800}"
{'NG5002'},"{'Day': 'Tuesday', 'Start Time': 1430, 'End Time': 1700}"
{'NG5002'},"{'Day': 'Tuesday', 'Start Time': 1430, 'End Time': 1700}"
{'EG1311'},"{'Day': 'Friday', 'Start Time': 900, 'End Time': 1000}"
{'IE2141'},"{'Day': 'Monday', 'Start Time': 1600, 'End Time': 1800}"
{'ME1102'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1000}"
{'ME1102'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1000}"
{'ME1102'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1000}"
{'ME1102'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1000}"
{'ME1102'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1000}"
{'ME1102'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1000}"
{'ME1102'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1000}"
{'ME1102'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1000}"
{'BMI5102'},"{'Day': 'Monday', 'Start Time': 1830, 'End Time': 2130}"
{'BMI5102'},"{'Day': 'Monday', 'Start Time': 1830, 'End Time': 2000}"
{'NG5002'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1630}"
{'NG5002'},"{'Day': 'Monday', 'Start Time': 930, 'End Time': 1200}"
{'BMI5306'},"{'Day': 'Saturday', 'Start Time': 900, 'End Time': 1730}"
{'FE5226'},"{'Day': 'Saturday', 'Start Time': 1400, 'End Time': 1700}"
{'NG5002'},"{'Day': 'Wednesday', 'Start Time': 1400, 'End Time': 1630}"
{'EG1311'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1100}"
{'EG1311'},"{'Day': 'Thursday', 'Start Time': 1500, 'End Time': 1700}"
{'EG1311'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1400}"
{'EG1311'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1100}"
{'EG1311'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1400}"
{'EG1311'},"{'Day': 'Thursday', 'Start Time': 1500, 'End Time': 1700}"
{'EG1311'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1100}"
{'EG1311'},"{'Day': 'Monday', 'Start Time': 1500, 'End Time': 1700}"
{'EG1311'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'EG1311'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1100}"
{'EG1311'},"{'Day': 'Monday', 'Start Time': 1500, 'End Time': 1700}"
{'EG1311'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'EG1311'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1400}"
{'EG1311'},"{'Day': 'Wednesday', 'Start Time': 1500, 'End Time': 1700}"
{'EG1311'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1400}"
{'EG1311'},"{'Day': 'Wednesday', 'Start Time': 1500, 'End Time': 1700}"
{'EG1311'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1100}"
{'EG1311'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1100}"
{'EG1311'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'EG1311'},"{'Day': 'Tuesday', 'Start Time': 1500, 'End Time': 1700}"
{'EG1311'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1100}"
{'EG1311'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'EG1311'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1100}"
{'EG1311'},"{'Day': 'Tuesday', 'Start Time': 1500, 'End Time': 1700}"
{'CDE2501'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1200}"
{'CN2104'},"{'Day': 'Tuesday', 'Start Time': 1700, 'End Time': 1800}"
{'CN2104'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1700}"
{'EE2028'},"{'Day': 'Tuesday', 'Start Time': 1500, 'End Time': 1600}"
{'CDE2501'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1700}"
{'CDE2501'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1200}"
{'TIE3101'},"{'Day': 'Thursday', 'Start Time': 1800, 'End Time': 1900}"
{'TIE3101'},"{'Day': 'Thursday', 'Start Time': 1900, 'End Time': 2130}"
{'CDE2501'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1200}"
{'EE2012'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1300}"
{'CDE2501'},"{'Day': 'Friday', 'Start Time': 900, 'End Time': 1200}"
{'CN2104'},"{'Day': 'Friday', 'Start Time': 1300, 'End Time': 1400}"
{'CN2104'},"{'Day': 'Friday', 'Start Time': 1400, 'End Time': 1500}"
{'CN2104'},"{'Day': 'Friday', 'Start Time': 1200, 'End Time': 1300}"
{'CN2105'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1100}"
{'TIE2110'},"{'Day': 'Monday', 'Start Time': 1800, 'End Time': 2030}"
{'TIE2110'},"{'Day': 'Monday', 'Start Time': 2030, 'End Time': 2130}"
{'ES2631'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1600}"
{'ES2631'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'CDE2501'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1700}"
{'ESE2001'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1000}"
{'PC3242'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'TME3261'},"{'Day': 'Tuesday', 'Start Time': 2030, 'End Time': 2130}"
{'TME3261'},"{'Day': 'Tuesday', 'Start Time': 1800, 'End Time': 2030}"
{'CDE2501'},"{'Day': 'Friday', 'Start Time': 1400, 'End Time': 1700}"
{'CDE2501'},"{'Day': 'Friday', 'Start Time': 900, 'End Time': 1200}"
{'EE5025'},"{'Day': 'Friday', 'Start Time': 1800, 'End Time': 2100}"
{'CS2040DE'},"{'Day': 'Friday', 'Start Time': 1200, 'End Time': 1400}"
{'CDE2501'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1200}"
{'CS2040DE'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1400}"
{'TCE2155'},"{'Day': 'Wednesday', 'Start Time': 1830, 'End Time': 2100}"
{'TCE2155'},"{'Day': 'Wednesday', 'Start Time': 2100, 'End Time': 2200}"
{'CDE2501'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1700}"
{'ESE2001'},"{'Day': 'Thursday', 'Start Time': 1100, 'End Time': 1200}"
{'ESE2001'},"{'Day': 'Thursday', 'Start Time': 1000, 'End Time': 1100}"
{'ESE2001'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1300}"
{'TIE4252'},"{'Day': 'Thursday', 'Start Time': 2030, 'End Time': 2130}"
{'TIE4252'},"{'Day': 'Thursday', 'Start Time': 1800, 'End Time': 2030}"
{'GEN2061X'},"{'Day': 'Thursday', 'Start Time': 800, 'End Time': 1000}"
{'CDE3505'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1700}"
{'TCN3121'},"{'Day': 'Monday', 'Start Time': 1800, 'End Time': 2030}"
{'TCN3121'},"{'Day': 'Monday', 'Start Time': 2030, 'End Time': 2130}"
{'GEN2070X'},"{'Day': 'Monday', 'Start Time': 1600, 'End Time': 1800}"
{'GEN2061X'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1600}"
{'GEN2060X'},"{'Day': 'Monday', 'Start Time': 1000, 'End Time': 1200}"
{'GEN2060X'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'EE5025'},"{'Day': 'Saturday', 'Start Time': 1100, 'End Time': 1400}"
{'CDE2501'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1200}"
{'CDE2501'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1700}"
{'CS2040DE'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'CDE2501'},"{'Day': 'Friday', 'Start Time': 900, 'End Time': 1200}"
{'CDE2501'},"{'Day': 'Friday', 'Start Time': 1400, 'End Time': 1700}"
{'CDE3505'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1700}"
{'ESP3201'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1100}"
{'ESP3201'},"{'Day': 'Monday', 'Start Time': 1100, 'End Time': 1200}"
{'TME2121'},"{'Day': 'Monday', 'Start Time': 1800, 'End Time': 2130}"
{'TME2121'},"{'Day': 'Monday', 'Start Time': 1800, 'End Time': 2130}"
{'BN4304'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1200}"
{'ESP3201'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1700}"
{'TME2151'},"{'Day': 'Thursday', 'Start Time': 2030, 'End Time': 2130}"
{'TME2151'},"{'Day': 'Thursday', 'Start Time': 1800, 'End Time': 2030}"
{'CN5162'},"{'Day': 'Wednesday', 'Start Time': 1800, 'End Time': 2100}"
{'CDE2501'},"{'Day': 'Friday', 'Start Time': 1400, 'End Time': 1700}"
{'CDE2501'},"{'Day': 'Friday', 'Start Time': 900, 'End Time': 1200}"
{'IE5301'},"{'Day': 'Friday', 'Start Time': 1800, 'End Time': 2100}"
{'CDE3504'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1300}"
{'CDE2501'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1200}"
{'SH5880C'},"{'Day': 'Tuesday', 'Start Time': 1800, 'End Time': 2100}"
{'EE2012'},"{'Day': 'Tuesday', 'Start Time': 1500, 'End Time': 1600}"
{'IE3105'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1800}"
{'CDE2501'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1200}"
{'EE5114'},"{'Day': 'Wednesday', 'Start Time': 1800, 'End Time': 2100}"
{'EE2012'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1300}"
{'CDE2501'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1200}"
{'CN5195'},"{'Day': 'Thursday', 'Start Time': 1800, 'End Time': 2100}"
{'EE2012'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1300}"
{'EE4112'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1600}"
{'PC2020'},"{'Day': 'Thursday', 'Start Time': 1600, 'End Time': 1800}"
{'CN5160'},"{'Day': 'Monday', 'Start Time': 1800, 'End Time': 2100}"
{'EE1111A'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1200}"
{'EE3408C'},"{'Day': 'Friday', 'Start Time': 1200, 'End Time': 1400}"
{'IE6001'},"{'Day': 'Friday', 'Start Time': 1400, 'End Time': 1700}"
{'IE3105'},"{'Day': 'Friday', 'Start Time': 1000, 'End Time': 1100}"
{'IE3105'},"{'Day': 'Friday', 'Start Time': 900, 'End Time': 1000}"
{'ME5600A'},"{'Day': 'Friday', 'Start Time': 1800, 'End Time': 2100}"
{'CDE2501'},"{'Day': 'Friday', 'Start Time': 1000, 'End Time': 1200}"
{'CE2407A'},"{'Day': 'Friday', 'Start Time': 1700, 'End Time': 1800}"
{'IE2141'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1100}"
{'UTOR2001B'},"{'Day': 'Monday', 'Start Time': 1730, 'End Time': 1930}"
{'FE5226'},"{'Day': 'Monday', 'Start Time': 1900, 'End Time': 2200}"
{'AR5801'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1800}"
{'AR5801'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1800}"
{'AR5801'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1800}"
{'AR5801'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1800}"
{'AR5801'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1800}"
{'AR5801'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1800}"
{'AR5801'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1800}"
{'AR5801'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1800}"
{'AR5801'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1800}"
{'AR5801'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1800}"
{'AR5801'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1800}"
{'UTC3400'},"{'Day': 'Saturday', 'Start Time': 900, 'End Time': 1100}"
{'CDE3504'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1300}"
{'CE5205'},"{'Day': 'Tuesday', 'Start Time': 1800, 'End Time': 2100}"
{'CG2027'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1700}"
{'SH5880C'},"{'Day': 'Saturday', 'Start Time': 1000, 'End Time': 1230}"
{'IE5907'},"{'Day': 'Thursday', 'Start Time': 1800, 'End Time': 2100}"
{'MLE5212/\u200bMLE4210'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1400}"
{'ME4245'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1600}"
{'CE3155A'},"{'Day': 'Thursday', 'Start Time': 1600, 'End Time': 1700}"
{'MLE5221/\u200bMLE4221'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1100}"
{'ME2102'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1300}"
{'CE5807QA'},"{'Day': 'Wednesday', 'Start Time': 1800, 'End Time': 2100}"
{'CE5807QB'},"{'Day': 'Wednesday', 'Start Time': 1800, 'End Time': 2100}"
{'MLE2103A'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1200}"
{'ME2102'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'CE5509QA'},"{'Day': 'Monday', 'Start Time': 1800, 'End Time': 2100}"
{'CE5509QB'},"{'Day': 'Monday', 'Start Time': 1800, 'End Time': 2100}"
{'CE3155A'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1600}"
{'ME4245'},"{'Day': 'Friday', 'Start Time': 1600, 'End Time': 1800}"
{'CE5104A/\u200bCE5104QA'},"{'Day': 'Friday', 'Start Time': 1800, 'End Time': 2100}"
{'CE5104B/\u200bCE5104QB'},"{'Day': 'Friday', 'Start Time': 1800, 'End Time': 2100}"
{'CDE3504'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1300}"
{'CDE3504'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1300}"
{'CDE3504'},"{'Day': 'Saturday', 'Start Time': 900, 'End Time': 1700}"
{'ESP2106'},"{'Day': 'Monday', 'Start Time': 1900, 'End Time': 2100}"
{'ESP2106'},"{'Day': 'Monday', 'Start Time': 1800, 'End Time': 1900}"
{'AR5770/\u200bAR6770'},"{'Day': 'Monday', 'Start Time': 1500, 'End Time': 1800}"
{'AR5601'},"{'Day': 'Monday', 'Start Time': 1300, 'End Time': 1400}"
{'ESP1111'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1200}"
{'LA5500'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1900}"
{'AR5801'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1800}"
{'CDE2212'},"{'Day': 'Thursday', 'Start Time': 1800, 'End Time': 2000}"
{'ID3108'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1800}"
{'AR5958B'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1200}"
{'PF4209'},"{'Day': 'Friday', 'Start Time': 800, 'End Time': 1000}"
{'PF4209'},"{'Day': 'Friday', 'Start Time': 1000, 'End Time': 1200}"
{'PF4209'},"{'Day': 'Friday', 'Start Time': 800, 'End Time': 1000}"
{'CDE4501A'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1200}"
{'ID4107'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1800}"
{'CDE4501A/\u200bAR5954B'},"{'Day': 'Wednesday', 'Start Time': 1400, 'End Time': 1700}"
{'CDE4501A/\u200bAR5954B'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1200}"
{'AR5805'},"{'Day': 'Tuesday', 'Start Time': 130, 'End Time': 530}"
{'CDE2311'},"{'Day': 'Wednesday', 'Start Time': 1800, 'End Time': 2100}"
{'CDE2311'},"{'Day': 'Tuesday', 'Start Time': 1800, 'End Time': 2100}"
{'CDE2300'},"{'Day': 'Monday', 'Start Time': 1800, 'End Time': 2100}"
{'MLE5216'},"{'Day': 'Monday', 'Start Time': 1500, 'End Time': 1600}"
{'MLE5216'},"{'Day': 'Monday', 'Start Time': 1600, 'End Time': 1700}"
{'MLE5216'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1500}"
{'ME2134'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1000}"
{'ME2134'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1000}"
{'ME4101B'},"{'Day': 'Monday', 'Start Time': 1700, 'End Time': 1800}"
{'MA1511'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'MA1511'},"{'Day': 'Monday', 'Start Time': 1000, 'End Time': 1200}"
{'MA1512'},"{'Day': 'Monday', 'Start Time': 1000, 'End Time': 1200}"
{'CG2027'},"{'Day': 'Monday', 'Start Time': 1300, 'End Time': 1400}"
{'CG2027'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1300}"
{'BN4403'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1700}"
{'IE2141'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1200}"
{'ME5207'},"{'Day': 'Tuesday', 'Start Time': 1800, 'End Time': 2100}"
{'ME2134'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1000}"
{'ME2134'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1000}"
{'SH5880C'},"{'Day': 'Friday', 'Start Time': 1800, 'End Time': 2100}"
{'ME2134'},"{'Day': 'Friday', 'Start Time': 900, 'End Time': 1000}"
{'ME2134'},"{'Day': 'Friday', 'Start Time': 900, 'End Time': 1000}"
{'ME1102'},"{'Day': 'Friday', 'Start Time': 1000, 'End Time': 1100}"
{'CE2407A'},"{'Day': 'Friday', 'Start Time': 1500, 'End Time': 1600}"
{'MA1513'},"{'Day': 'Friday', 'Start Time': 1500, 'End Time': 1700}"
{'MT5012'},"{'Day': 'Saturday', 'Start Time': 1300, 'End Time': 1600}"
{'IE2141'},"{'Day': 'Thursday', 'Start Time': 1300, 'End Time': 1500}"
{'IE2141'},"{'Day': 'Thursday', 'Start Time': 1500, 'End Time': 1700}"
{'IE4214'},"{'Day': 'Thursday', 'Start Time': 1000, 'End Time': 1300}"
{'ME5422'},"{'Day': 'Thursday', 'Start Time': 1800, 'End Time': 2100}"
{'ME2134'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1000}"
{'ME2134'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1000}"
{'MLE3104'},"{'Day': 'Wednesday', 'Start Time': 1100, 'End Time': 1200}"
{'MLE3104'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1300}"
{'OT5102/\u200bME4105'},"{'Day': 'Wednesday', 'Start Time': 1800, 'End Time': 2100}"
{'ME2134'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1000}"
{'ME2134'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1000}"
{'BN5202'},"{'Day': 'Tuesday', 'Start Time': 1800, 'End Time': 2100}"
{'DEP5101A'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1200}"
{'PF1101'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1600}"
{'PF1101'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1600}"
{'PF3208'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1800}"
{'PF3208'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1800}"
{'CDE2000'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'AR5423'},"{'Day': 'Wednesday', 'Start Time': 1800, 'End Time': 2200}"
{'AR5952H'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1200}"
{'CDE2000'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1400}"
{'AR2328/\u200bAR2328A'},"{'Day': 'Friday', 'Start Time': 1600, 'End Time': 1800}"
{'PF1101'},"{'Day': 'Friday', 'Start Time': 1400, 'End Time': 1600}"
{'PF1101'},"{'Day': 'Friday', 'Start Time': 1200, 'End Time': 1400}"
{'PF1101'},"{'Day': 'Friday', 'Start Time': 1400, 'End Time': 1600}"
{'PF1101'},"{'Day': 'Friday', 'Start Time': 1200, 'End Time': 1400}"
{'CDE2000'},"{'Day': 'Friday', 'Start Time': 1000, 'End Time': 1200}"
{'PF1101'},"{'Day': 'Thursday', 'Start Time': 1000, 'End Time': 1200}"
{'PF1101'},"{'Day': 'Thursday', 'Start Time': 1000, 'End Time': 1200}"
{'CDE2000'},"{'Day': 'Thursday', 'Start Time': 1600, 'End Time': 1800}"
{'CDE2000'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1400}"
{'ID2107'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1800}"
{'CDE2000'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'CDE2000'},"{'Day': 'Monday', 'Start Time': 1000, 'End Time': 1200}"
{'BN5208'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1200}"
{'ID2108'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1800}"
{'MA2214'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1400}"
{'DSA4266'},"{'Day': 'Thursday', 'Start Time': 1800, 'End Time': 2200}"
{'CEG5205'},"{'Day': 'Friday', 'Start Time': 1800, 'End Time': 2100}"
{'BL5102'},"{'Day': 'Friday', 'Start Time': 1200, 'End Time': 1500}"
{'MA4235'},"{'Day': 'Friday', 'Start Time': 1600, 'End Time': 1800}"
{'FST1101B'},"{'Day': 'Friday', 'Start Time': 1000, 'End Time': 1200}"
{'ESP2107'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1000}"
{'ESP2107'},"{'Day': 'Wednesday', 'Start Time': 1000, 'End Time': 1200}"
{'BL5102'},"{'Day': 'Wednesday', 'Start Time': 1830, 'End Time': 2130}"
{'GEN2050X'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1400}"
{'PHM5012'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1700}"
{'MA2214'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'NG5001'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1200}"
{'TIE4240'},"{'Day': 'Monday', 'Start Time': 1800, 'End Time': 2030}"
{'TIE4240'},"{'Day': 'Monday', 'Start Time': 2030, 'End Time': 2130}"
{'MA4235'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1800}"
{'PC2032'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1600}"
{'NG5001'},"{'Day': 'Tuesday', 'Start Time': 1800, 'End Time': 2100}"
