Room,Day,Class No,Start Time,End Time,Weeks,lesson_type,size,module_code
E2-0307PC4,Monday,01,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Laboratory,25,ESE4501
E2-0307PC4,Thursday,02,0900,1200,"7, 8, 9, 10, 11, 12, 13",Laboratory,25,ESE4501
E2-0309PC6,Friday,7,1400,1700,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Tutorial,30,BN1111
E2-0309PC6,Wednesday,3,0900,1200,"2, 3, 4, 5, 6",Laboratory,35,ME2102
E2-0309PC6,Wednesday,6,1400,1700,"2, 3, 4, 5, 6",Laboratory,35,ME2102
E2-0309PC6,Wednesday,B02,1800,2000,"8, 9, 10, 11, 12, 13",Tutorial,20,CE3201
E2-0309PC6,Thursday,8,0900,1200,"2, 3, 4, 5, 6",Laboratory,35,ME2102
E2-0309PC6,Thursday,B1,1200,1400,"10, 11, 12",Workshop,40,ESE3201
E2-0309PC6,Thursday,04,0900,1200,"7, 8, 9, 10, 11, 12, 13",Laboratory,0,ESE2101
E2-0309PC6,Tuesday,1,1000,1200,"10, 11, 12",Laboratory,40,ESE3201
E2-0308PC5,Friday,6,1400,1700,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Tutorial,30,BN1111
E2-0308PC5,Friday,3,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,BN1111
E2-0308PC5,Thursday,7,0900,1200,"2, 3, 4, 5, 6",Laboratory,35,ME2102
E2-0308PC5,Wednesday,2,0900,1200,"2, 3, 4, 5, 6",Laboratory,35,ME2102
E2-0308PC5,Wednesday,5,1400,1700,"2, 3, 4, 5, 6",Laboratory,35,ME2102
E2-0308PC5,Wednesday,B01,1800,2000,"8, 9, 10, 11, 12, 13",Tutorial,20,CE3201
E2-0308PC5,Tuesday,3,1800,2100,"9, 12",Laboratory,20,TTG1401
E2-0308PC5,Tuesday,1,1800,2100,"7, 10",Laboratory,20,TTG1401
E2-0308PC5,Tuesday,2,1800,2100,"8, 11",Laboratory,20,TTG1401
E2-0306PC3,Friday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,BN1111
E2-0306PC3,Monday,1,1300,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,40,CN3104
E2-0306PC3,Monday,2,1500,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,40,CN3104
E2-0306PC3,Thursday,3,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,40,CN3104
E2-0306PC3,Thursday,4,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,40,CN3104
E2-0306PC3,Wednesday,T01,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Laboratory,25,CE2409
E2-0306PC3,Tuesday,1,2100,2200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,TCE4282
E2-0306PC3,Tuesday,1,1830,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,20,TCE4282
LT3,Wednesday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,80,BN4206
LT3,Wednesday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,130,EE5308
LT3,Wednesday,01,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Lecture,80,EE3331C
LT3,Tuesday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,110,CEG5203
LT3,Tuesday,01,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,EE4211
LT3,Tuesday,01,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,80,EE4309
LT3,Tuesday,01,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Lecture,80,EE4705
LT3,Monday,01,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,EE2012
LT3,Monday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,IE2110
LT3,Monday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,ME5411
LT3,Monday,1,1400,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Design Lecture,150,AR1101
LT3,Friday,01,1100,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,EE2012
LT3,Friday,01,1000,1100,"3, 5, 7, 9, 11, 13",Lecture,80,EE4309
LT3,Friday,01,2000,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Tutorial,70,EE4311
LT3,Friday,01,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Lecture,70,EE4311
LT3,Friday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,90,PF4309
LT3,Thursday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,60,CE4001
LT3,Thursday,1,1400,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Design Lecture,150,AR1101
EW2-04-02,Wednesday,W1,0900,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Laboratory,60,CN1101A
EW2-04-02,Wednesday,W2,0900,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Laboratory,60,CN1101A
EW2-04-02,Tuesday,T1,0900,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Laboratory,60,CN1101A
EW2-04-02,Tuesday,T2,0900,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Laboratory,60,CN1101A
EW2-04-02,Tuesday,1,1300,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,50,CN4102
EW2-04-02,Thursday,TH2,0900,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Laboratory,60,CN1101A
EW2-04-02,Thursday,TH3,0900,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Laboratory,60,CN1101A
EW2-04-02,Thursday,TH1,0900,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Laboratory,60,CN1101A
EW2-04-02,Monday,M1,0900,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Laboratory,60,CN1101A
EW2-04-02,Monday,M3,0900,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Laboratory,60,CN1101A
EW2-04-02,Monday,M2,0900,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Laboratory,60,CN1101A
EW2-04-02,Friday,2,1300,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,50,CN4102
ENG-AUD,Friday,1,1500,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,250,CN1101A
ENG-AUD,Friday,01,1000,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,200,CEG5301
ENG-AUD,Friday,01,1700,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,200,EE2028
ENG-AUD,Friday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,200,IE5001
ENG-AUD,Wednesday,1,1100,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,40,SH5880C
ENG-AUD,Wednesday,1,0900,1100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,220,CN2103
ENG-AUD,Wednesday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,180,ME5405
ENG-AUD,Wednesday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,90,PF3307
ENG-AUD,Saturday,2,1000,1230,7,Tutorial,40,SH5880C
ENG-AUD,Monday,1,1400,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,220,CN2103
ENG-AUD,Monday,1,1200,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,220,CN2104
ENG-AUD,Monday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,250,CEG5104
ENG-AUD,Monday,01,0900,1100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Tutorial,100,EE4502
ENG-AUD,Monday,01,1300,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,120,CE3121
ENG-AUD,Monday,01,1700,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,CE3121
ENG-AUD,Thursday,1,1300,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,220,CN4119
ENG-AUD,Thursday,01,1200,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,40,EE3305/​ME3243
ENG-AUD,Thursday,1,1900,2200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,PM5103
ENG-AUD,Thursday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,87,PF3209
ENG-AUD,Tuesday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,EE5517
ENG-AUD,Tuesday,01,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Lecture,250,EE2022
ENG-AUD,Tuesday,01,1300,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,EE2026
ENG-AUD,Tuesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,AR2228
ENG-AUD,Tuesday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,90,PF3208
LT4,Friday,2,1500,1700,13,Tutorial,40,SH5880C
LT4,Friday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,EE5502
LT4,Friday,01,1400,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Tutorial,80,EE4705
LT4,Monday,1,1100,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,CN4101
LT4,Monday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,20,EE6439/​EE5439
LT4,Monday,01,1500,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Lecture,150,EE4204
LT4,Wednesday,1,0900,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,CN4101
LT4,Wednesday,01,1800,2100,"1, 2, 3, 4, 5, 6",Lecture,20,EE5060
LT4,Wednesday,01,1800,2100,"7, 8, 9, 10, 11, 12, 13",Lecture,20,EE5061
LT4,Wednesday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,55,EE5111
LT4,Wednesday,01,1100,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Tutorial,150,EE4204
LT4,Thursday,01,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,EE4211
LT4,Thursday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,CE5315/​CE5315AB
LT4,Thursday,01,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,CE3165
LT4,Thursday,01,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,CE1103
LT4,Tuesday,2,1400,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,70,IE5203
LT4,Tuesday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,CE5101
LT4,Tuesday,01,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,CE2409
E1-06-05,Tuesday,2,1100,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,CN2103
E1-06-05,Tuesday,1,1000,1100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,CN2103
E1-06-05,Tuesday,C3,1600,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,MLE4102/​MLE4102A
E1-06-05,Tuesday,D3,1700,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,10,MLE4102/​MLE4102A
E1-06-05,Tuesday,2B,0900,1000,"3, 5, 7, 9, 11",Tutorial,35,ME2112
E1-06-05,Tuesday,2I,0900,1000,"4, 6, 8, 10, 12",Tutorial,35,ME2112
E1-06-05,Tuesday,04,1200,1400,"2, 3, 4, 5, 6",Tutorial,60,MA1511
E1-06-05,Tuesday,05,1400,1600,"9, 10, 11, 12, 13",Tutorial,60,MA1512
E1-06-05,Tuesday,04,1200,1400,"9, 10, 11, 12, 13",Tutorial,60,MA1512
E1-06-05,Tuesday,07,1400,1600,"2, 3, 4, 5, 6, 7",Tutorial,60,MA1513
E1-06-05,Monday,01,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Tutorial,48,EE4112
E1-06-05,Monday,03,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Lecture,60,EE2023
E1-06-05,Monday,02,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Lecture,60,EE2027
E1-06-05,Monday,1,1300,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,40,IE4211
E1-06-05,Monday,2A,0900,1000,"3, 5, 7, 9, 11",Tutorial,35,ME2112
E1-06-05,Monday,2H,0900,1000,"4, 6, 8, 10, 12",Tutorial,35,ME2112
E1-06-05,Monday,1,1800,2130,"1, 2, 3, 5, 6, 8, 9, 11, 12",Lecture,30,TEE2027
E1-06-05,Monday,1,1800,1930,"4, 7, 10, 13",Tutorial,30,TEE2027
E1-06-05,Monday,1,1930,2130,"4, 7, 10, 13",Lecture,30,TEE2027
E1-06-05,Wednesday,01,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Lecture,60,EE3431C
E1-06-05,Wednesday,1,1200,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,MLE4203
E1-06-05,Wednesday,2,1300,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,MLE4203
E1-06-05,Wednesday,2J,0900,1000,"4, 6, 8, 10, 12",Tutorial,35,ME2112
E1-06-05,Wednesday,2C,0900,1000,"3, 5, 7, 9, 11",Tutorial,35,ME2112
E1-06-05,Wednesday,1,1800,2200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,ME3252
E1-06-05,Thursday,02,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Tutorial,40,EE2027
E1-06-05,Thursday,1,1600,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,50,IE4220
E1-06-05,Thursday,2,1700,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,40,IE4211
E1-06-05,Thursday,2,1500,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,60,MLE5208/​MLE4208
E1-06-05,Thursday,2D,0900,1000,"3, 5, 7, 9, 11",Tutorial,35,ME2112
E1-06-05,Thursday,2K,0900,1000,"4, 6, 8, 10, 12",Tutorial,35,ME2112
E1-06-05,Thursday,1,1800,2030,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,40,TEE2028
E1-06-05,Thursday,1,2030,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,40,TEE2028
E1-06-05,Friday,2,1400,1700,"1, 3, 5, 7, 9, 11, 13",Tutorial,30,MLE1001B
E1-06-05,Friday,2L,0900,1000,"4, 6, 8, 10, 12",Tutorial,35,ME2112
E1-06-05,Friday,2E,0900,1000,"3, 5, 7, 9, 11",Tutorial,35,ME2112
E1-06-05,Friday,T1,1000,1100,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Tutorial,36,ME1102
E1-06-05,Friday,T01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Mini-Project,60,CE5319
E1-06-05,Friday,10,1100,1300,"2, 3, 4, 5, 6",Tutorial,60,MA1511
SDE3-LT423,Tuesday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,CN5204
SDE3-LT423,Tuesday,01,1400,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Lecture,80,EE3105
SDE3-LT423,Tuesday,01,1500,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Tutorial,80,EE3105
SDE3-LT423,Tuesday,1,0900,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Design Lecture,60,ID1223
SDE3-LT423,Thursday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,130,EE5508
SDE3-LT423,Thursday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,PF2205
SDE3-LT423,Thursday,1,1400,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,60,ID4122
SDE3-LT423,Monday,01,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Lecture,100,EE4032
SDE3-LT423,Monday,1,1400,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,130,IE3101
SDE3-LT423,Monday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,80,CE5312/​CE5312AB
SDE3-LT423,Monday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,30,PF4502
SDE3-LT423,Friday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,PM5107
SDE3-LT423,Friday,1,0900,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Design Lecture,60,ID2322
SDE3-LT423,Wednesday,1,1800,2030,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,130,TTG1401
SDE3-LT426,Friday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,EE5103
SDE3-LT426,Friday,01,1000,1200,"start, end, weeks",Packaged Tutorial,60,EE3431C
SDE3-LT426,Friday,4,1400,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,60,CE3102
SDE3-LT426,Friday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,140,PF2102
SDE3-LT426,Thursday,1,0900,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,110,IE3110R
SDE3-LT426,Thursday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,130,ME5517
SDE3-LT426,Thursday,16,1000,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,15,AR3101
SDE3-LT426,Tuesday,1,1900,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Lecture,120,IE5600
SDE3-LT426,Tuesday,1,1800,2100,13,Lecture,120,IE5600
SDE3-LT426,Tuesday,01,1400,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,ME5106
SDE3-LT426,Tuesday,01,1700,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,CE3165
SDE3-LT426,Tuesday,38,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,5,AR5805
SDE3-LT426,Tuesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,PF3211
SDE3-LT426,Monday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,ME6602
SDE3-LT426,Monday,01,1300,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,GEC1040
SDE3-LT426,Monday,01,1500,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,120,GEC1040
SDE3-LT426,Monday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,PF3210
SDE3-LT426,Wednesday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,80,CE5318/​CE5318AB
SDE3-LT426,Wednesday,01,1200,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,CE2134
SDE3-LT426,Wednesday,01,1300,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,ESE2001
SDE3-LT426,Wednesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,PF3105
SDE3-LT425,Monday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,EE5303
SDE3-LT425,Monday,2,1500,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,204,MLE5212
SDE3-LT425,Monday,1,1100,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,200,ME2121
SDE3-LT425,Monday,01,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,60,ESE2101
SDE3-LT425,Saturday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,80,MT5006
SDE3-LT425,Friday,1,1000,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,204,MLE5208/​MLE4208
SDE3-LT425,Friday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,70,ESE5003/​ESE6003
SDE3-LT425,Tuesday,1,1300,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,MLE4203
SDE3-LT425,Tuesday,01,1800,2100,"1, 2, 3, 4, 5, 6",Lecture,150,ME5421
SDE3-LT425,Tuesday,01,1800,2100,"7, 8, 9, 10, 11, 12, 13",Lecture,150,ME5409
SDE3-LT425,Tuesday,1,1500,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,200,ME2121
SDE3-LT425,Tuesday,1,1000,1100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,200,ME2112
SDE3-LT425,Wednesday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,MLE3203
SDE3-LT425,Wednesday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,ME5513
SDE3-LT425,Thursday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,200,ME2112
SDE3-LT425,Thursday,1,1900,2200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,BPS5223
SDE3-LT425,Thursday,A3,1400,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,ID3108
EA-02-11,Wednesday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,51,IND5002
EA-02-11,Wednesday,01,1400,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,40,ME6108
EA-02-11,Wednesday,2N,0900,1000,"4, 6, 8, 10, 12",Tutorial,35,ME2115
EA-02-11,Wednesday,2G,0900,1000,"3, 5, 7, 9, 11",Tutorial,35,ME2115
EA-02-11,Wednesday,08,1300,1400,"9, 10, 11, 12, 13",Tutorial,60,CE2407A
EA-02-11,Wednesday,07,1200,1300,"9, 10, 11, 12, 13",Tutorial,60,CE2407A
EA-02-11,Wednesday,08,1000,1200,"2, 3, 4, 5, 6, 7",Tutorial,60,MA1513
EA-02-11,Thursday,01,1500,1600,"3, 5, 7, 9, 11, 13",Packaged Tutorial,80,EE4303
EA-02-11,Thursday,2,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,80,IE5004
EA-02-11,Thursday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,ME5412
EA-02-11,Thursday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,80,ME4291
EA-02-11,Thursday,2H,0900,1000,"4, 6, 8, 10, 12",Tutorial,35,ME2115
EA-02-11,Thursday,2A,0900,1000,"3, 5, 7, 9, 11",Tutorial,35,ME2115
EA-02-11,Friday,01,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,80,ME5306
EA-02-11,Friday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,80,ME3263
EA-02-11,Friday,2I,0900,1000,"4, 6, 8, 10, 12",Tutorial,35,ME2115
EA-02-11,Friday,2B,0900,1000,"3, 5, 7, 9, 11",Tutorial,35,ME2115
EA-02-11,Monday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,80,ME3263
