O*NET-SOC Code,Title,Tech_Skill
25-9044.00,"Teaching Assistants, Postsecondary",MP3 players or recorders
25-9044.00,"Teaching Assistants, Postsecondary",Special purpose telephones
25-9044.00,"Teaching Assistants, Postsecondary",Epidiascopes
25-9044.00,"Teaching Assistants, Postsecondary",Overhead projectors
25-9044.00,"Teaching Assistants, Postsecondary",Photocopiers
25-9044.00,"Teaching Assistants, Postsecondary",Inkjet printers
25-9044.00,"Teaching Assistants, Postsecondary",Projection screens or displays
25-9044.00,"Teaching Assistants, Postsecondary",Tablet computers
25-9044.00,"Teaching Assistants, Postsecondary",High capacity removable media drives
25-9044.00,"Teaching Assistants, Postsecondary",Videoconferencing systems
25-9044.00,"Teaching Assistants, Postsecondary",Web cameras
25-9044.00,"Teaching Assistants, Postsecondary",Graphics or photo imaging software
25-9044.00,"Teaching Assistants, Postsecondary",Computer based training software
25-9044.00,"Teaching Assistants, Postsecondary",Calendar and scheduling software
25-9044.00,"Teaching Assistants, Postsecondary",Word processing software
25-9044.00,"Teaching Assistants, Postsecondary",Information retrieval or search software
25-9044.00,"Teaching Assistants, Postsecondary",Electronic mail software
25-9044.00,"Teaching Assistants, Postsecondary",Analytical or scientific software
25-9044.00,"Teaching Assistants, Postsecondary",Optical character reader OCR or scanning software
25-9044.00,"Teaching Assistants, Postsecondary",Spreadsheet software
25-9044.00,"Teaching Assistants, Postsecondary",Office suite software
25-9044.00,"Teaching Assistants, Postsecondary",Presentation software
25-9044.00,"Teaching Assistants, Postsecondary",Data base user interface and query software
25-9044.00,"Teaching Assistants, Postsecondary",Internet browser software
25-9049.00,"Teaching Assistants, All Other",
25-9099.00,"Educational Instruction and Library Workers, All Other",
27-1011.00,Art Directors,Desktop computers
27-1011.00,Art Directors,Digital cameras
27-1011.00,Art Directors,Digital camcorders or video cameras
27-1011.00,Art Directors,Notebook computers
27-1011.00,Art Directors,Personal computers
27-1011.00,Art Directors,Charcoal pencils
27-1011.00,Art Directors,Tablet computers
27-1011.00,Art Directors,Document management software
27-1011.00,Art Directors,Development environment software
27-1011.00,Art Directors,Video creation and editing software
27-1011.00,Art Directors,Graphics or photo imaging software
27-1011.00,Art Directors,Web page creation and editing software
27-1011.00,Art Directors,Desktop publishing software
27-1011.00,Art Directors,Web platform development software
27-1011.00,Art Directors,Presentation software
27-1011.00,Art Directors,Operating system software
27-1011.00,Art Directors,Network conferencing software
27-1011.00,Art Directors,Project management software
27-1011.00,Art Directors,Computer aided design CAD software
27-1011.00,Art Directors,Analytical or scientific software
27-1011.00,Art Directors,Graphical user interface development software
27-1011.00,Art Directors,Object or component oriented development software
27-1011.00,Art Directors,Mobile operator specific application software
27-1011.00,Art Directors,Spreadsheet software
27-1011.00,Art Directors,Office suite software
27-1011.00,Art Directors,Electronic mail software
27-1011.00,Art Directors,Word processing software
27-1011.00,Art Directors,Program testing software
27-1011.00,Art Directors,Internet browser software
27-1012.00,Craft Artists,Spirit burners
27-1012.00,Craft Artists,Hex keys
27-1012.00,Craft Artists,Silk screen screens
27-1012.00,Craft Artists,Specialty brushes
27-1012.00,Craft Artists,Air brushes
27-1012.00,Craft Artists,Paint brushes
27-1012.00,Craft Artists,Palette knives
27-1012.00,Craft Artists,Palettes for paint or ink mixing
27-1012.00,Craft Artists,Mini pliers
27-1012.00,Craft Artists,Grinding machines
27-1012.00,Craft Artists,Bastard cut file
27-1012.00,Craft Artists,Stamping dies or punches
27-1012.00,Craft Artists,Glass blowing instrument
27-1012.00,Craft Artists,Belt and disc sander
27-1012.00,Craft Artists,Anvils
27-1012.00,Craft Artists,Bench vises
27-1012.00,Craft Artists,Planes
27-1012.00,Craft Artists,Drill press or radial drill
27-1012.00,Craft Artists,Clay or modeling tools
27-1012.00,Craft Artists,Fabric or cloth folding machines
27-1012.00,Craft Artists,Biscuit jointers
27-1012.00,Craft Artists,Power nail guns
27-1012.00,Craft Artists,Power buffers
27-1012.00,Craft Artists,Gas burners
27-1012.00,Craft Artists,Burnisher
27-1012.00,Craft Artists,Hammers
27-1012.00,Craft Artists,Blow torch
27-1012.00,Craft Artists,C clamps
27-1012.00,Craft Artists,Calligraphy pens
27-1012.00,Craft Artists,Candlemaking forms
27-1012.00,Craft Artists,Carving tools
27-1012.00,Craft Artists,Punches or nail sets or drifts
27-1012.00,Craft Artists,Kiln furniture
27-1012.00,Craft Artists,Cross and straight pein hammer
27-1012.00,Craft Artists,Miter saw
27-1012.00,Craft Artists,Power saws
27-1012.00,Craft Artists,Inkjet printers
27-1012.00,Craft Artists,Sawing machines
27-1012.00,Craft Artists,Yarn assembly winder
27-1012.00,Craft Artists,Coping saw
27-1012.00,Craft Artists,Power drills
27-1012.00,Craft Artists,Corner clamps
27-1012.00,Craft Artists,Magnetic stripe readers and encoders
27-1012.00,Craft Artists,Crochet hooks
27-1012.00,Craft Artists,Tweezers
27-1012.00,Craft Artists,Mallets
27-1012.00,Craft Artists,Angle measuring instrument
27-1012.00,Craft Artists,Templates
27-1012.00,Craft Artists,Angle gauge
27-1012.00,Craft Artists,Calipers
27-1012.00,Craft Artists,Hydrometers
27-1012.00,Craft Artists,Micrometers
27-1012.00,Craft Artists,Pyrometers
27-1012.00,Craft Artists,Bench scales
27-1012.00,Craft Artists,Handheld thermometer
27-1012.00,Craft Artists,Viscosimeters
27-1012.00,Craft Artists,Tongs
27-1012.00,Craft Artists,Cutting die
27-1012.00,Craft Artists,Power scissors
27-1012.00,Craft Artists,Scribers
27-1012.00,Craft Artists,Dovetail machine
27-1012.00,Craft Artists,Power grinders
27-1012.00,Craft Artists,Drum sander
27-1012.00,Craft Artists,Drying cabinets or ovens
27-1012.00,Craft Artists,Respirators
27-1012.00,Craft Artists,Air cleaners
27-1012.00,Craft Artists,Masks or accessories
27-1012.00,Craft Artists,Edge bander
27-1012.00,Craft Artists,Air compressors
27-1012.00,Craft Artists,Heat guns
27-1012.00,Craft Artists,Kilns for firing ceramics
27-1012.00,Craft Artists,Potters wheels for hand made ceramics
27-1012.00,Craft Artists,Electrolytic bath machine
27-1012.00,Craft Artists,Artist knives
27-1012.00,Craft Artists,Spatulas
27-1012.00,Craft Artists,Squares
27-1012.00,Craft Artists,Rotary paper or fabric cutter
27-1012.00,Craft Artists,Facial shields
27-1012.00,Craft Artists,Felting machines
27-1012.00,Craft Artists,Tumblers or polishers
27-1012.00,Craft Artists,Photo print dryer
27-1012.00,Craft Artists,Floor looms
27-1012.00,Craft Artists,Diagonal cut pliers
27-1012.00,Craft Artists,Applicator brushes
27-1012.00,Craft Artists,Glass cutters
27-1012.00,Craft Artists,Rulers
27-1012.00,Craft Artists,Half round file
27-1012.00,Craft Artists,Combination pliers
27-1012.00,Craft Artists,Extruders for modeling materials
27-1012.00,Craft Artists,Saws
27-1012.00,Craft Artists,Ear plugs
27-1012.00,Craft Artists,Protective gloves
27-1012.00,Craft Artists,Thermal tape printers
27-1012.00,Craft Artists,Power routers
27-1012.00,Craft Artists,Height gauges
27-1012.00,Craft Artists,Hold down clamps
27-1012.00,Craft Artists,Punching pliers
27-1012.00,Craft Artists,Dye sublimination printers
27-1012.00,Craft Artists,Hand looms
27-1012.00,Craft Artists,Jewellers pliers
27-1012.00,Craft Artists,Loupes
27-1012.00,Craft Artists,Wire gauge
27-1012.00,Craft Artists,Jigsaw
27-1012.00,Craft Artists,Kiln accessories for firing ceramics
27-1012.00,Craft Artists,Notebook computers
27-1012.00,Craft Artists,Levels
27-1012.00,Craft Artists,T squares
27-1012.00,Craft Artists,Boring machines
27-1012.00,Craft Artists,Utility knives
27-1012.00,Craft Artists,Sewing machines
27-1012.00,Craft Artists,Printing presses
27-1012.00,Craft Artists,Saw guide
27-1012.00,Craft Artists,Wood mannequins
27-1012.00,Craft Artists,Moisture meters
27-1012.00,Craft Artists,Tenoner or tenoning machine
27-1012.00,Craft Artists,Remote reading thermometers
27-1012.00,Craft Artists,Pipettes for paint or dye mixing
27-1012.00,Craft Artists,Scrapers for paint application
27-1012.00,Craft Artists,Paint sprayers
27-1012.00,Craft Artists,Paper drilling machines
27-1012.00,Craft Artists,Personal computers
27-1012.00,Craft Artists,pH meters
27-1012.00,Craft Artists,Screwdrivers
27-1012.00,Craft Artists,Hose or pipe clamps
27-1012.00,Craft Artists,Power planes
27-1012.00,Craft Artists,Pneumatic hammer
27-1012.00,Craft Artists,Automatic lathe or chucking machine
27-1012.00,Craft Artists,Power screwguns
27-1012.00,Craft Artists,Power staple guns
27-1012.00,Craft Artists,Straight edges
27-1012.00,Craft Artists,Safety glasses
27-1012.00,Craft Artists,Protractors
27-1012.00,Craft Artists,Pry bars
27-1012.00,Craft Artists,Sewing needles
27-1012.00,Craft Artists,Fabric frame
27-1012.00,Craft Artists,Lapping machine
27-1012.00,Craft Artists,Rasps
27-1012.00,Craft Artists,Table looms
27-1012.00,Craft Artists,Jewelry mandrels
27-1012.00,Craft Artists,Sand blasting machine
27-1012.00,Craft Artists,Scroll saw
27-1012.00,Craft Artists,Seam ripper
27-1012.00,Craft Artists,Dressmakers ruler
27-1012.00,Craft Artists,Wet or dry combination vacuum cleaners
27-1012.00,Craft Artists,Silk screen arc lamps
27-1012.00,Craft Artists,Silk screen vacuum printing frames
27-1012.00,Craft Artists,Silk screen squeegees
27-1012.00,Craft Artists,Commercial use molds
27-1012.00,Craft Artists,Picks
27-1012.00,Craft Artists,Bending machines
27-1012.00,Craft Artists,Domestic clothing irons
27-1012.00,Craft Artists,Stonemason chisel
27-1012.00,Craft Artists,Polariscopes
27-1012.00,Craft Artists,Tablet computers
27-1012.00,Craft Artists,Photocopiers
27-1012.00,Craft Artists,Thermocouples
27-1012.00,Craft Artists,Bobbins or bobbin holders
27-1012.00,Craft Artists,Tile cutter
27-1012.00,Craft Artists,Blade sharpener
27-1012.00,Craft Artists,Sharpening stones or tools or kits
27-1012.00,Craft Artists,Lighters
27-1012.00,Craft Artists,Triple beam balances
27-1012.00,Craft Artists,Mechanical or ultrasonic metal cleaner
27-1012.00,Craft Artists,Warping machine
27-1012.00,Craft Artists,Candlemaking accessories
27-1012.00,Craft Artists,Wood chisels
27-1012.00,Craft Artists,Wood gouge
27-1012.00,Craft Artists,Wood burning tools
27-1012.00,Craft Artists,Wool comb
27-1012.00,Craft Artists,Computer aided design CAD software
27-1012.00,Craft Artists,Electronic mail software
27-1012.00,Craft Artists,Web page creation and editing software
27-1012.00,Craft Artists,Analytical or scientific software
27-1012.00,Craft Artists,Point of sale POS software
27-1012.00,Craft Artists,Graphics or photo imaging software
27-1012.00,Craft Artists,Instant messaging software
27-1012.00,Craft Artists,Internet browser software
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Wood mannequins
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Specialty brushes
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Spirit burners
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Angle grinder
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Fountain pens
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Palette knives
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Palettes for paint or ink mixing
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Grinding machines
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Clay or modeling tools
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Gas welding or brazing or cutting apparatus
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Hammers
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Anatomical models
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Camera lens
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Kiln furniture
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Scanners
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Power grinders
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Calipers
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Hydrometers
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Pyrometers
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Bench scales
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Handheld thermometer
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Viscosimeters
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Tongs
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Drying cabinets or ovens
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Masks or accessories
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Kilns for firing ceramics
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Potters wheels for hand made ceramics
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Power saws
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Artist knives
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Spatulas
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Photographic timer
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Laboratory graduated cylinders
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Stonemason chisel
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Extruders for modeling materials
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Protective gloves
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Kiln accessories for firing ceramics
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Notebook computers
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Camera lens filter
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Utility knives
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Mat cutter
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Metal inert gas welding machine
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Blow torch
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Paint sprayers
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Personal computers
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Photographic enlargers
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Laser printers
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Camera tripods
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Plasma cutting machine
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Pneumatic hammer
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Power sanders
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Film squeegee
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Developing tongs
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Developing trays
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Safety glasses
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Camera flashes or lighting
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Rasps
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Sand blasting machine
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Shielded metal arc welding or stick welding machine
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Digital cameras
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Rock cutters
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Tablet computers
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Thermocouples
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Tile cutter
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Sharpening stones or tools or kits
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Triple beam balances
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Watercolor brushes
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Welding masks
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Wood chisels
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Wood gouge
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Document management software
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Development environment software
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Video creation and editing software
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Graphics or photo imaging software
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Web page creation and editing software
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Desktop publishing software
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Data base user interface and query software
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Computer aided design CAD software
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Object or component oriented development software
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Desktop communications software
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Point of sale POS software
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Electronic mail software
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Enterprise application integration software
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Instant messaging software
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Web platform development software
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Accounting software
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Office suite software
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Presentation software
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Word processing software
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Configuration management software
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Internet browser software
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Project management software
27-1014.00,Special Effects Artists and Animators,Graphics tablets
27-1014.00,Special Effects Artists and Animators,Pressure stylus
27-1014.00,Special Effects Artists and Animators,Digital cameras
27-1014.00,Special Effects Artists and Animators,Personal computers
27-1014.00,Special Effects Artists and Animators,Graphics or photo imaging software
27-1014.00,Special Effects Artists and Animators,Document management software
27-1014.00,Special Effects Artists and Animators,Development environment software
27-1014.00,Special Effects Artists and Animators,Video creation and editing software
27-1014.00,Special Effects Artists and Animators,Web page creation and editing software
27-1014.00,Special Effects Artists and Animators,Web platform development software
27-1014.00,Special Effects Artists and Animators,Desktop publishing software
27-1014.00,Special Effects Artists and Animators,Operating system software
27-1014.00,Special Effects Artists and Animators,Computer aided design CAD software
27-1014.00,Special Effects Artists and Animators,Object or component oriented development software
27-1014.00,Special Effects Artists and Animators,Enterprise application integration software
27-1014.00,Special Effects Artists and Animators,Graphical user interface development software
27-1014.00,Special Effects Artists and Animators,Spreadsheet software
27-1014.00,Special Effects Artists and Animators,Office suite software
27-1014.00,Special Effects Artists and Animators,Presentation software
27-1014.00,Special Effects Artists and Animators,Process mapping and design software
27-1014.00,Special Effects Artists and Animators,Word processing software
27-1014.00,Special Effects Artists and Animators,Configuration management software
27-1019.00,"Artists and Related Workers, All Other",
27-1021.00,Commercial and Industrial Designers,Digital cameras
27-1021.00,Commercial and Industrial Designers,Desktop computers
27-1021.00,Commercial and Industrial Designers,Notebook computers
27-1021.00,Commercial and Industrial Designers,Liquid crystal display projector
27-1021.00,Commercial and Industrial Designers,Personal computers
27-1021.00,Commercial and Industrial Designers,High capacity removable media drives
27-1021.00,Commercial and Industrial Designers,Computer aided manufacturing CAM software
27-1021.00,Commercial and Industrial Designers,Document management software
27-1021.00,Commercial and Industrial Designers,Video creation and editing software
27-1021.00,Commercial and Industrial Designers,Graphics or photo imaging software
27-1021.00,Commercial and Industrial Designers,Desktop publishing software
27-1021.00,Commercial and Industrial Designers,Development environment software
27-1021.00,Commercial and Industrial Designers,Operating system software
27-1021.00,Commercial and Industrial Designers,Computer aided design CAD software
27-1021.00,Commercial and Industrial Designers,Object or component oriented development software
27-1021.00,Commercial and Industrial Designers,Web platform development software
27-1021.00,Commercial and Industrial Designers,Financial analysis software
27-1021.00,Commercial and Industrial Designers,Desktop communications software
27-1021.00,Commercial and Industrial Designers,Electronic mail software
27-1021.00,Commercial and Industrial Designers,Geographic information system
27-1021.00,Commercial and Industrial Designers,Graphical user interface development software
27-1021.00,Commercial and Industrial Designers,Analytical or scientific software
27-1021.00,Commercial and Industrial Designers,Process mapping and design software
27-1021.00,Commercial and Industrial Designers,Data base user interface and query software
27-1021.00,Commercial and Industrial Designers,Spreadsheet software
27-1021.00,Commercial and Industrial Designers,Office suite software
27-1021.00,Commercial and Industrial Designers,Presentation software
27-1021.00,Commercial and Industrial Designers,Project management software
27-1021.00,Commercial and Industrial Designers,Word processing software
27-1021.00,Commercial and Industrial Designers,Enterprise resource planning ERP software
27-1021.00,Commercial and Industrial Designers,Cloud-based data access and sharing software
27-1021.00,Commercial and Industrial Designers,Internet browser software
27-1022.00,Fashion Designers,Scanners
27-1022.00,Fashion Designers,Graphics tablets
27-1022.00,Fashion Designers,Laser printers
27-1022.00,Fashion Designers,Desktop computers
27-1022.00,Fashion Designers,Curves
27-1022.00,Fashion Designers,Scales
27-1022.00,Fashion Designers,Full body form or mannequin
27-1022.00,Fashion Designers,Ironing machines or presses
27-1022.00,Fashion Designers,Shears
27-1022.00,Fashion Designers,Steam pressing machines
27-1022.00,Fashion Designers,Sewing patterns
27-1022.00,Fashion Designers,Cloth cutting machines
27-1022.00,Fashion Designers,Sewing machines
27-1022.00,Fashion Designers,Notebook computers
27-1022.00,Fashion Designers,T squares
27-1022.00,Fashion Designers,Tape measures
27-1022.00,Fashion Designers,Personal computers
27-1022.00,Fashion Designers,Sewing needles
27-1022.00,Fashion Designers,Domestic clothing irons
27-1022.00,Fashion Designers,Document management software
27-1022.00,Fashion Designers,Graphics or photo imaging software
27-1022.00,Fashion Designers,Desktop publishing software
27-1022.00,Fashion Designers,Computer aided design CAD software
27-1022.00,Fashion Designers,Accounting software
27-1022.00,Fashion Designers,Web platform development software
27-1022.00,Fashion Designers,Spreadsheet software
27-1022.00,Fashion Designers,Office suite software
27-1022.00,Fashion Designers,Electronic mail software
27-1022.00,Fashion Designers,Presentation software
27-1022.00,Fashion Designers,Word processing software
27-1022.00,Fashion Designers,Analytical or scientific software
27-1022.00,Fashion Designers,Program testing software
27-1022.00,Fashion Designers,Internet browser software
27-1023.00,Floral Designers,Paint brushes
27-1023.00,Floral Designers,Razor knives
27-1023.00,Floral Designers,Secateurs or pruning shears
27-1023.00,Floral Designers,Candle holder
27-1023.00,Floral Designers,Pocket calculator
27-1023.00,Floral Designers,Cash registers
27-1023.00,Floral Designers,Grafting knife
27-1023.00,Floral Designers,Netting
27-1023.00,Floral Designers,Walk in refrigerators
27-1023.00,Floral Designers,Wire scissors
27-1023.00,Floral Designers,Shovels
27-1023.00,Floral Designers,Fog or mist generators
27-1023.00,Floral Designers,Heat guns
27-1023.00,Floral Designers,Air or gas tanks or cylinders
27-1023.00,Floral Designers,Glue guns
27-1023.00,Floral Designers,Notebook computers
27-1023.00,Floral Designers,Special purpose telephones
27-1023.00,Floral Designers,Needlenose pliers
27-1023.00,Floral Designers,Personal computers
27-1023.00,Floral Designers,Point of sale POS terminal
27-1023.00,Floral Designers,Label applying machines
27-1023.00,Floral Designers,Radio frequency identification devices
27-1023.00,Floral Designers,Scissors
27-1023.00,Floral Designers,Tablet computers
27-1023.00,Floral Designers,Greenhouse irrigation equipment
27-1023.00,Floral Designers,Web page creation and editing software
27-1023.00,Floral Designers,Inventory management software
27-1023.00,Floral Designers,Spreadsheet software
27-1023.00,Floral Designers,Office suite software
27-1023.00,Floral Designers,Electronic mail software
27-1023.00,Floral Designers,Presentation software
27-1023.00,Floral Designers,Word processing software
27-1023.00,Floral Designers,Point of sale POS software
27-1023.00,Floral Designers,Procurement software
27-1023.00,Floral Designers,Time accounting software
27-1023.00,Floral Designers,Accounting software
27-1023.00,Floral Designers,Internet browser software
27-1024.00,Graphic Designers,Still cameras
27-1024.00,Graphic Designers,Laser printers
27-1024.00,Graphic Designers,Scanners
27-1024.00,Graphic Designers,Desktop computers
27-1024.00,Graphic Designers,Digital cameras
27-1024.00,Graphic Designers,Tablet computers
27-1024.00,Graphic Designers,Notebook computers
27-1024.00,Graphic Designers,Personal computers
27-1024.00,Graphic Designers,Photocopiers
27-1024.00,Graphic Designers,Document management software
27-1024.00,Graphic Designers,Development environment software
27-1024.00,Graphic Designers,Video creation and editing software
27-1024.00,Graphic Designers,Web platform development software
27-1024.00,Graphic Designers,Graphics or photo imaging software
27-1024.00,Graphic Designers,Desktop publishing software
27-1024.00,Graphic Designers,Web page creation and editing software
27-1024.00,Graphic Designers,Presentation software
27-1024.00,Graphic Designers,Operating system software
27-1024.00,Graphic Designers,Computer aided design CAD software
27-1024.00,Graphic Designers,Music or sound editing software
27-1024.00,Graphic Designers,Office suite software
27-1024.00,Graphic Designers,Enterprise application integration software
27-1024.00,Graphic Designers,Graphical user interface development software
27-1024.00,Graphic Designers,Data base user interface and query software
27-1024.00,Graphic Designers,Sales and marketing software
27-1024.00,Graphic Designers,Internet browser software
27-1024.00,Graphic Designers,Word processing software
27-1024.00,Graphic Designers,Cloud-based data access and sharing software
27-1024.00,Graphic Designers,Electronic mail software
27-1024.00,Graphic Designers,Accounting software
27-1024.00,Graphic Designers,Object or component oriented development software
27-1024.00,Graphic Designers,Spreadsheet software
27-1024.00,Graphic Designers,Project management software
27-1024.00,Graphic Designers,Process mapping and design software
27-1024.00,Graphic Designers,Optical character reader OCR or scanning software
27-1024.00,Graphic Designers,Customer relationship management CRM software
27-1025.00,Interior Designers,Scales
27-1025.00,Interior Designers,Graphics or video accelerator cards
27-1025.00,Interior Designers,Desktop computers
27-1025.00,Interior Designers,Digital camcorders or video cameras
27-1025.00,Interior Designers,Digital cameras
27-1025.00,Interior Designers,Tape measures
27-1025.00,Interior Designers,Triangles
27-1025.00,Interior Designers,Tablet computers
27-1025.00,Interior Designers,Notebook computers
27-1025.00,Interior Designers,Personal computers
27-1025.00,Interior Designers,Personal digital assistant PDAs or organizers
27-1025.00,Interior Designers,Plotter printers
27-1025.00,Interior Designers,Print servers
27-1025.00,Interior Designers,Protractors
27-1025.00,Interior Designers,Scanners
27-1025.00,Interior Designers,T squares
27-1025.00,Interior Designers,Computer aided design CAD software
27-1025.00,Interior Designers,Document management software
27-1025.00,Interior Designers,Graphics or photo imaging software
27-1025.00,Interior Designers,Desktop publishing software
27-1025.00,Interior Designers,Video creation and editing software
27-1025.00,Interior Designers,Electronic mail software
27-1025.00,Interior Designers,Spreadsheet software
27-1025.00,Interior Designers,Office suite software
27-1025.00,Interior Designers,Presentation software
27-1025.00,Interior Designers,Project management software
27-1025.00,Interior Designers,Word processing software
27-1025.00,Interior Designers,Internet browser software
27-1026.00,Merchandise Displayers and Window Trimmers,Air brushes
27-1026.00,Merchandise Displayers and Window Trimmers,Paint brushes
27-1026.00,Merchandise Displayers and Window Trimmers,Claw hammer
27-1026.00,Merchandise Displayers and Window Trimmers,Desktop computers
27-1026.00,Merchandise Displayers and Window Trimmers,Digital cameras
27-1026.00,Merchandise Displayers and Window Trimmers,Dollies
27-1026.00,Merchandise Displayers and Window Trimmers,Glue guns
27-1026.00,Merchandise Displayers and Window Trimmers,Saws
27-1026.00,Merchandise Displayers and Window Trimmers,Ladders
